"token","vader","n"
"boarding",0,3
"body",0,3
"boris",0,3
"box",0,3
"boy's",0,3
"brain",0,3
"breakfast",0,3
"breaking",0,3
"breathing",0,3
"broken",-1,3
"brother's",0,3
"brought",0,3
"bsc",0,3
"bud",0,3
"build",0,3
"bus",0,3
"butter",0,3
"cada",0,3
"caldecott",0,3
"calf",0,3
"calls",0,3
"calming",1,3
"camus",0,3
"canadian",0,3
"captures",0,3
"cara",0,3
"cared",1,3
"careful",1,3
"carrying",0,3
"cartoon",0,3
"caught",0,3
"cd",0,3
"cello",0,3
"chain",0,3
"challenge",1,3
"challenged",-1,3
"challenging",1,3
"chandler",0,3
"chandra",0,3
"character's",0,3
"charlie",0,3
"cheerful",1,3
"cheese",0,3
"cheesy",0,3
"chelm",0,3
"chester's",0,3
"chi",0,3
"chicken",0,3
"childish",-1,3
"closer",0,3
"collective",0,3
"colter",0,3
"combine",0,3
"communicate",0,3
"complications",0,3
"condition",0,3
"connecting",0,3
"constance",0,3
"content",0,3
"continent",0,3
"continues",0,3
"convention",0,3
"cornelius",0,3
"cosas",0,3
"cose",0,3
"counting",0,3
"cousin",0,3
"cousins",0,3
"cow",0,3
"crayons",0,3
"creates",1,3
"creation",1,3
"cried",-1,3
"crime",-1,3
"cross",0,3
"crying",-1,3
"cuando",0,3
"cui",0,3
"curious",1,3
"customs",0,3
"cutest",1,3
"cuts",-1,3
"cutting",-1,3
"dal",0,3
"damn",-1,3
"dancing",0,3
"dated",0,3
"dean",0,3
"decir",0,3
"deeper",0,3
"deeply",0,3
"deformity",0,3
"degree",0,3
"delicious",1,3
"delivers",0,3
"departure",0,3
"depending",0,3
"depressed",-1,3
"des",0,3
"design",0,3
"destroyed",-1,3
"destroys",-1,3
"detail",0,3
"devotion",1,3
"died",-1,3
"difference",0,3
"differences",0,3
"disabled",0,3
"disappointment",-1,3
"distinctive",0,3
"distracting",-1,3
"dnf",0,3
"doll",0,3
"donatore",0,3
"dorothy",0,3
"downloaded",0,3
"dragons",0,3
"draw",0,3
"draws",0,3
"drive",0,3
"duck",0,3
"dustfinger",0,3
"dystopia",0,3
"eating",0,3
"eccentric",0,3
"ed",0,3
"edge",0,3
"edith",0,3
"edition",0,3
"edits",0,3
"elephant",0,3
"eller",0,3
"emma",0,3
"emotion",0,3
"emotional",1,3
"emphasize",0,3
"endangered",0,3
"endearing",0,3
"engage",1,3
"enter",0,3
"entertainment",1,3
"entre",0,3
"environment",0,3
"established",0,3
"evening",0,3
"everyday",0,3
"executed",0,3
"experiences",0,3
"explaining",0,3
"expressing",0,3
"faced",0,3
"facial",0,3
"falls",0,3
"fancy",0,3
"fault",-1,3
"fave",1,3
"fears",-1,3
"feature",0,3
"fictions",0,3
"figured",0,3
"fill",0,3
"film",0,3
"fingers",0,3
"focuses",0,3
"folks",0,3
"fond",1,3
"foreign",0,3
"forgiveness",1,3
"format",0,3
"french",0,3
"frightening",-1,3
"fue",0,3
"fundamental",0,3
"funnier",1,3
"gabrielle",0,3
"gained",1,3
"gamebook",0,3
"games",0,3
"gang",0,3
"genuine",0,3
"gerda",0,3
"gifted",0,3
"gifts",0,3
"girl's",0,3
"glenn",0,3
"gli",0,3
"gloves",0,3
"goodness",1,3
"goofy",0,3
"grandson",0,3
"granted",1,3
"grocery",0,3
"grows",0,3
"gue",0,3
"gustado",0,3
"halfway",0,3
"hans",0,3
"harris",0,3
"harry's",0,3
"haya",0,3
"heyer",0,3
"hier",0,3
"hilary",0,3
"hits",0,3
"holidays",1,3
"holly",0,3
"horribly",-1,3
"horrid",-1,3
"hot",0,3
"hours",0,3
"housework",0,3
"hummingbird",0,3
"hundred",0,3
"hunger",-1,3
"identify",0,3
"ihre",0,3
"images",0,3
"imagined",0,3
"immigrant",0,3
"impact",0,3
"implausible",0,3
"improve",1,3
"including",0,3
"incorporate",0,3
"independent",0,3
"individual",0,3
"insightful",0,3
"instances",0,3
"interaction",0,3
"intrigue",0,3
"invites",0,3
"isolated",-1,3
"jam",0,3
"jane",0,3
"jewish",0,3
"joel",0,3
"joke",1,3
"joss",0,3
"journal",0,3
"joy",1,3
"juga",0,3
"jumps",0,3
"jumpy",-1,3
"junie",0,3
"khtb",0,3
"kid's",0,3
"killed",-1,3
"kisah",0,3
"kiss",1,3
"kittens",0,3
"knock",0,3
"knowing",0,3
"koosh",0,3
"kristy",0,3
"lady",0,3
"laid",0,3
"lake",0,3
"lame",-1,3
"lasting",0,3
"laura",0,3
"lazy",-1,3
"lectura",0,3
"leg",0,3
"legends",0,3
"legs",0,3
"leido",0,3
"librarian",0,3
"librarians",0,3
"lies",-1,3
"lines",0,3
"lionel",0,3
"lizzy",0,3
"lois",0,3
"lol",1,3
"loro",0,3
"louis",0,3
"lovelace",0,3
"loyal",1,3
"lucy",0,3
"luella",0,3
"lui",0,3
"luke",0,3
"lupin",0,3
"maar",0,3
"maclachlan's",0,3
"manner",0,3
"marionettes",0,3
"mark",0,3
"market",0,3
"marriage",0,3
"married",0,3
"martha",0,3
"massive",0,3
"mechanical",0,3
"medal",1,3
"meh",-1,3
"melendy",0,3
"memorie",0,3
"met",0,3
"mexico",0,3
"mice",0,3
"mid",0,3
"million",0,3
"minded",0,3
"mischief",-1,3
"mismo",0,3
"mistake",-1,3
"miyakoshi",0,3
"mn",0,3
"molly",0,3
"momma",0,3
"mommy",0,3
"moms",0,3
"monster",0,3
"monton",0,3
"mother's",0,3
"motion",0,3
"mouth",0,3
"moves",0,3
"movies",0,3
"multicultural",0,3
"munchkin",0,3
"murder",-1,3
"music",0,3
"mythology",0,3
"naomi",0,3
"narnia",0,3
"naturally",0,3
"neat",1,3
"necessarily",0,3
"neighbor",0,3
"neil",0,3
"nervous",-1,3
"nessun",0,3
"neverland",0,3
"newbery",0,3
"ni",0,3
"niet",0,3
"nose",0,3
"notice",0,3
"noticed",0,3
"notices",0,3
"numerous",0,3
"nutritious",0,3
"obscure",0,3
"occasionally",0,3
"occurs",0,3
"ocean",0,3
"odds",0,3
"offers",0,3
"oneself",0,3
"opportunities",1,3
"orphan",0,3
"outcome",0,3
"overcoming",0,3
"overly",0,3
"overwhelming",0,3
"owen",0,3
"owls",0,3
"paced",0,3
"packed",0,3
"painful",-1,3
"pair",0,3
"paired",0,3
"pants",0,3
"paris",0,3
"parks",0,3
"parole",0,3
"passing",0,3
"passover",0,3
"patricia",0,3
"peanut",0,3
"pearl",0,3
"people's",0,3
"perche",0,3
"pettigrew",0,3
"picnic",0,3
"pidge",0,3
"pies",0,3
"pinkerton",0,3
"plain",0,3
"plant",0,3
"plants",0,3
"played",1,3
"pleasure",1,3
"poltergeist",0,3
"pop",0,3
"portrayed",0,3
"possibilities",0,3
"post",0,3
"posted",0,3
"poster",0,3
"potty",0,3
"practicing",0,3
"priceless",0,3
"prima",0,3
"primer",0,3
"print",0,3
"produce",0,3
"promise",1,3
"proof",0,3
"propaganda",-1,3
"properly",0,3
"publishers",0,3
"publishing",0,3
"pulled",0,3
"puns",0,3
"push",0,3
"puzzles",0,3
"race",0,3
"racist",-1,3
"raise",0,3
"raising",0,3
"range",0,3
"ransome",0,3
"recommendations",0,3
"refugees",0,3
"reminiscent",0,3
"removed",0,3
"repeat",0,3
"reread",0,3
"rescue",1,3
"resolved",1,3
"resources",0,3
"respect",1,3
"returned",0,3
"reveal",0,3
"revealed",0,3
"reviewers",0,3
"ride",0,3
"robert",0,3
"rough",0,3
"round",0,3
"ruby",0,3
"rush",0,3
"sa",0,3
"safety",1,3
"sailing",0,3
"sake",0,3
"sarah",0,3
"satire",0,3
"saving",0,3
"schicksal",0,3
"school's",0,3
"schoolers",0,3
"scientist",0,3
"scopre",0,3
"season",0,3
"sebastian",0,3
"seek",0,3
"seemingly",0,3
"seguir",0,3
"seinen",0,3
"senza",0,3
"separate",0,3
"serie",0,3
"settle",0,3
"shake",-1,3
"shakespeare",0,3
"shared",1,3
"shelves",0,3
"ship",0,3
"shock",-1,3
"shop",0,3
"shopping",0,3
"sido",0,3
"sie",0,3
"sig",0,3
"sights",0,3
"significant",1,3
"simon",0,3
"simpkin",0,3
"simplistic",0,3
"sin",-1,3
"sirius",0,3
"sisters",0,3
"sit",0,3
"sixth",0,3
"sketches",0,3
"skip",0,3
"slappy",0,3
"slide",0,3
"slim",0,3
"slippers",0,3
"smelled",0,3
"smiled",1,3
"smiling",1,3
"smooth",0,3
"sno",0,3
"solid",1,3
"solution",1,3
"solving",1,3
"someone's",0,3
"sons",0,3
"sorts",0,3
"soul",0,3
"space",0,3
"spectrum",0,3
"speed",0,3
"spegeln",0,3
"spends",0,3
"spies",0,3
"splendid",1,3
"spoke",0,3
"spot",0,3
"st",0,3
"standpoint",0,3
"stargazer",0,3
"stated",0,3
"stating",0,3
"status",0,3
"step",0,3
"steps",0,3
"sterben",0,3
"stick",0,3
"sticky",0,3
"stole",0,3
"storm",0,3
"storybook",0,3
"storytimes",0,3
"structure",0,3
"struggle",-1,3
"struggled",-1,3
"struggling",-1,3
"subjects",0,3
"subliminal",0,3
"substance",0,3
"subtle",0,3
"suess",0,3
"suffered",-1,3
"suggest",0,3
"suitable",0,3
"suited",0,3
"sunny",1,3
"superb",1,3
"suspenseful",0,3
"swapping",0,3
"sylvia",0,3
"symbolism",0,3
"system",0,3
"tail",0,3
"talked",0,3
"tanto",0,3
"tapi",0,3
"targeted",0,3
"task",0,3
"tastes",0,3
"tears",-1,3
"teen",0,3
"teenagers",0,3
"tend",0,3
"textbooks",0,3
"thanksgiving",0,3
"thin",0,3
"threats",-1,3
"throw",0,3
"throws",0,3
"tilda",0,3
"timeline",0,3
"tortoise",0,3
"toy",0,3
"tra",0,3
"treatment",0,3
"tub",0,3
"tuesday",0,3
"tulane",0,3
"tutta",0,3
"tv",0,3
"twelve",0,3
"twists",0,3
"ugh",-1,3
"ultimately",0,3
"uncomfortable",-1,3
"undeniably",0,3
"underpants",0,3
"unfamiliar",0,3
"unforgettable",0,3
"unit",0,3
"uno",0,3
"unpleasant",-1,3
"upper",0,3
"values",1,3
"vehicle",0,3
"verses",0,3
"vida",0,3
"viewpoints",0,3
"village",0,3
"violet",0,3
"visited",0,3
"visual",0,3
"vivere",0,3
"vividly",0,3
"walking",0,3
"walks",0,3
"ware",0,3
"warm",1,3
"watched",0,3
"weaknesses",-1,3
"wearing",0,3
"webbing",0,3
"wilson",0,3
"wird",0,3
"wishbone",0,3
"wished",0,3
"wishes",1,3
"wit",0,3
"wondered",0,3
"worms",0,3
"wurde",0,3
"yazul",0,3
"yn",0,3
"youth",0,3
"zoo",0,3
"zum",0,3
"zwar",0,3
"0",0,2
"01",0,2
"08",0,2
"1,000",0,2
"17",0,2
"1st",0,2
"20",0,2
"2009",0,2
"2013",0,2
"22",0,2
"30",0,2
"35",0,2
"374",0,2
"3i",0,2
"40",0,2
"60",0,2
"6th",0,2
"75",0,2
"7th",0,2
"8th",0,2
"abandoned",-1,2
"abandonment",-1,2
"absolute",0,2
"abundant",0,2
"accepts",1,2
"access",0,2
"accompany",0,2
"accounting",0,2
"accustomed",0,2
"achieve",0,2
"acid",0,2
"acquaintance",0,2
"actors",0,2
"acts",0,2
"adams",0,2
"adapt",0,2
"adaptation",0,2
"additionally",0,2
"adds",0,2
"ademas",0,2
"adequately",0,2
"admittedly",0,2
"adolescence",0,2
"adoption",0,2
"adulti",0,2
"advantage",1,2
"aesop's",0,2
"affect",0,2
"affected",-1,2
"aged",0,2
"agrees",1,2
"ahora",0,2
"aiken",0,2
"alane's",0,2
"alas",-1,2
"alcoholic",0,2
"ale",0,2
"algo",0,2
"alien",0,2
"alike",0,2
"alive",1,2
"allan",0,2
"alternate",0,2
"alternative",0,2
"amazed",1,2
"amazon",1,2
"amok",0,2
"amor",1,2
"amy",0,2
"andere",0,2
"angry",-1,2
"anita",0,2
"annabelle",0,2
"annika",0,2
"announce",0,2
"annoyingly",0,2
"annu",0,2
"anspruch",0,2
"answering",0,2
"anticipated",0,2
"antics",0,2
"anubaad",0,2
"apple",0,2
"apples",0,2
"applies",0,2
"appreciation",1,2
"approached",0,2
"approaches",0,2
"ark",0,2
"arnold",0,2
"arrival",0,2
"arriving",0,2
"arts",0,2
"ashlynn",0,2
"asi",0,2
"ass",-1,2
"assegnato",0,2
"assigned",0,2
"assolutamente",0,2
"assume",0,2
"ate",0,2
"atrocious",0,2
"attempting",0,2
"attempts",0,2
"attend",0,2
"attraction",1,2
"august",0,2
"august's",0,2
"aun",0,2
"autumn",0,2
"av",0,2
"avail",0,2
"aventura",0,2
"aventuras",0,2
"aveva",0,2
"avid",1,2
"awards",1,2
"baca",0,2
"backgrounds",0,2
"backstories",0,2
"backstory",0,2
"backward",0,2
"badly",-1,2
"bahasanya",0,2
"bald",0,2
"bandits",0,2
"bands",0,2
"barnes",0,2
"barrel",0,2
"barrie",0,2
"barry",0,2
"baseball",0,2
"bassett",0,2
"batman",0,2
"battered",0,2
"battute",0,2
"bear's",0,2
"beasts",0,2
"beat",0,2
"beauregarde",0,2
"beauty's",0,2
"beda",0,2
"bee",0,2
"beef",0,2
"behaviour",0,2
"belief",0,2
"beliefs",0,2
"believes",0,2
"belongs",0,2
"beloved",1,2
"benar",0,2
"bend",0,2
"bene",0,2
"bestammer",0,2
"bestsellers",0,2
"beware",0,2
"bij",0,2
"billie",0,2
"biographies",0,2
"birth",0,2
"biting",0,2
"bittersweet",-1,2
"bizarre",-1,2
"blackall",0,2
"blah",-1,2
"blamed",-1,2
"blanket",0,2
"blanks",0,2
"blech",0,2
"blind",-1,2
"blir",0,2
"bluebonnet",0,2
"blyton's",0,2
"bo",0,2
"bob",0,2
"bobby",0,2
"bonding",0,2
"bone",0,2
"bonnie",0,2
"bookstores",0,2
"boots",0,2
"borjat",0,2
"borrow",0,2
"bother",-1,2
"bothers",-1,2
"bottom",0,2
"bound",0,2
"boz",0,2
"brave",1,2
"breaks",0,2
"brevity",0,2
"bride",0,2
"bridge",0,2
"brigit",0,2
"brilliantly",1,2
"brownie",0,2
"brunette",0,2
"btw",0,2
"bueno",0,2
"built",0,2
"bulk",0,2
"bunch",0,2
"bunnies",0,2
"burnt",0,2
"burrowing",0,2
"business",0,2
"cadeau",0,2
"california",0,2
"camel",0,2
"camera",0,2
"caring",1,2
"carousel",0,2
"carried",0,2
"carroll",0,2
"carry",0,2
"carved",0,2
"carving",0,2
"castles",0,2
"cave",0,2
"cedar",0,2
"celebrate",1,2
"celebration",0,2
"cell",0,2
"centers",0,2
"chained",0,2
"charge",0,2
"charley",0,2
"chase",0,2
"cheer",1,2
"cheesa",0,2
"chore",0,2
"chose",0,2
"chris",0,2
"cindy",0,2
"circumstances",0,2
"citizens",0,2
"civilized",0,2
"clasico",0,2
"clasicos",0,2
"classics",0,2
"claudia's",0,2
"claus",0,2
"cleaning",0,2
"cleverly",1,2
"cliffhanger",0,2
"climate",0,2
"cliques",0,2
"clouds",0,2
"clueless",-1,2
"coach",0,2
"coffins",0,2
"coggin",0,2
"coincidences",0,2
"colours",0,2
"colt",0,2
"column",0,2
"comfortable",1,2
"comic",0,2
"commencement",0,2
"companionship",0,2
"company",0,2
"comparing",0,2
"comparison",0,2
"compelling",1,2
"complaining",-1,2
"complexity",0,2
"complicated",0,2
"comunita",0,2
"confident",1,2
"conflict",-1,2
"connected",0,2
"conquer",0,2
"considers",0,2
"consiglio",0,2
"constant",0,2
"construct",0,2
"consumerism",0,2
"contact",0,2
"contemporary",0,2
"context",0,2
"continued",0,2
"contrary",0,2
"cop",0,2
"correctly",0,2
"cosa",0,2
"couch",0,2
"counter",0,2
"covered",0,2
"covers",0,2
"cozy",0,2
"crafted",0,2
"cranbury",0,2
"crap",-1,2
"creatively",1,2
"creativity",1,2
"credit",1,2
"crow's",0,2
"crowded",0,2
"crucial",0,2
"cuisine",0,2
"cultura",0,2
"cupcakes",0,2
"curled",0,2
"current",0,2
"curtain",0,2
"cussing",0,2
"custody",0,2
"dahl's",0,2
"daisy",0,2
"dalla",0,2
"dancers",0,2
"dapat",0,2
"darling",1,2
"dat",0,2
"daughters",0,2
"december",0,2
"decision",0,2
"decisioni",0,2
"defeat",-1,2
"defense",1,2
"defined",0,2
"definitivamente",0,2
"deleted",0,2
"delightfully",1,2
"delivered",0,2
"delle",0,2
"dem",0,2
"demographic",0,2
"demonstrate",0,2
"dense",0,2
"dentist",0,2
"dentro",0,2
"department",0,2
"depict",0,2
"depiction",0,2
"deserve",0,2
"deserved",0,2
"designed",0,2
"desired",1,2
"desperate",-1,2
"despues",0,2
"destined",0,2
"destroying",-1,2
"devalue",0,2
"devices",0,2
"devoid",0,2
"diana",0,2
"diary",0,2
"dias",0,2
"dibaca",0,2
"dickens",0,2
"dies",0,2
"differs",0,2
"difficulty",-1,2
"digby",0,2
"digital",0,2
"dilemmas",0,2
"dinosaur",0,2
"direction",0,2
"dirty",-1,2
"disaster",-1,2
"disconnect",0,2
"disconnected",0,2
"display",0,2
"distinctions",0,2
"disturbed",-1,2
"divorced",0,2
"dixie",0,2
"dixie's",0,2
"doch",0,2
"dolphin",0,2
"don",0,2
"donated",0,2
"doo",0,2
"dopo",0,2
"draft",0,2
"drag",-1,2
"dramatic",0,2
"dreamscape",0,2
"dress",0,2
"dressed",0,2
"drew",0,2
"dropping",0,2
"dry",0,2
"dud",-1,2
"dunno",0,2
"dust",0,2
"dwelling",1,2
"dying",0,2
"dystopias",0,2
"ear",0,2
"earn",0,2
"earnest",1,2
"ears",0,2
"ease",1,2
"ebook",0,2
"edgar",0,2
"edit",0,2
"editing",0,2
"editions",0,2
"educate",0,2
"effect",0,2
"effort",0,2
"eh",0,2
"eighth",0,2
"einfach",0,2
"ejemplo",0,2
"elaborate",0,2
"elegant",1,2
"eleven",0,2
"elf",0,2
"ella",0,2
"em",0,2
"emphasizing",0,2
"employed",0,2
"employees",0,2
"empty",-1,2
"encounters",0,2
"encourage",1,2
"encouraged",1,2
"encouraging",1,2
"endings",0,2
"engrossing",0,2
"enjoys",1,2
"enlightening",1,2
"ensenanzas",0,2
"entertained",1,2
"entries",0,2
"environmental",0,2
"epic",0,2
"escaped",0,2
"especial",0,2
"essential",0,2
"essere",0,2
"esto",0,2
"ett",0,2
"etta",0,2
"evaluation",0,2
"evelyn",0,2
"evocative",0,2
"evoke",0,2
"examples",0,2
"exception",0,2
"excuse",1,2
"excusing",0,2
"existed",0,2
"existence",0,2
"exists",0,2
"expands",1,2
"expectations",0,2
"expert",0,2
"explanations",0,2
"explicitly",0,2
"exploration",1,2
"explore",0,2
"explores",0,2
"exploring",0,2
"expressions",0,2
"extreme",0,2
"fa",0,2
"factories",0,2
"fairies",0,2
"falconer",0,2
"falling",-1,2
"fantastical",1,2
"fantastically",0,2
"faster",0,2
"fatto",0,2
"faux",0,2
"favourites",0,2
"featured",0,2
"feeding",0,2
"feet",0,2
"females",0,2
"festival",1,2
"fictional",0,2
"field",0,2
"fierce",0,2
"figuren",0,2
"filmnya",0,2
"firemen",0,2
"firstly",0,2
"fitted",0,2
"flair",0,2
"flame",0,2
"flap",0,2
"flits",0,2
"flying",0,2
"focused",1,2
"folk",0,2
"folktale",0,2
"fool",-1,2
"forgot",0,2
"formulaic",0,2
"fortunate",1,2
"fortune",0,2
"fourteen",0,2
"fraction",0,2
"frederick's",0,2
"friend's",0,2
"frustrated",-1,2
"frustrating",-1,2
"fucking",0,2
"fy",0,2
"gaboo",0,2
"gag",-1,2
"gaiman",0,2
"gain",1,2
"gak",0,2
"gar",0,2
"gary",0,2
"gather",0,2
"gefuhl",0,2
"gene",0,2
"generations",0,2
"genial",1,2
"genres",0,2
"genuinely",0,2
"ghosts",0,2
"gibt",0,2
"giggles",1,2
"gigi",0,2
"gillar",0,2
"gilt",0,2
"glaring",0,2
"glass",0,2
"glimpses",0,2
"gloss",0,2
"glossed",0,2
"glowing",0,2
"goat",0,2
"goats",0,2
"golden",0,2
"gorilla",0,2
"goth",0,2
"grader",0,2
"graduation",0,2
"gran",0,2
"grand",1,2
"grandfather's",0,2
"grandma",0,2
"grandmother's",0,2
"grass",0,2
"graveyard",-1,2
"grazing",0,2
"greats",0,2
"gregg",0,2
"growth",1,2
"guessed",0,2
"guests",0,2
"gutenberg",0,2
"guys",0,2
"haber",0,2
"habia",0,2
"hacer",0,2
"haddock's",0,2
"hagrid",0,2
"haha",1,2
"hall",0,2
"hallo",0,2
"halo",0,2
"hancocks",0,2
"handle",0,2
"harm",-1,2
"harriet",0,2
"harvard",0,2
"harvey",0,2
"hateful",-1,2
"havoc",-1,2
"heads",0,2
"healing",0,2
"health",0,2
"healthy",1,2
"hearing",0,2
"heartfelt",1,2
"heartwarming",1,2
"hecho",0,2
"helen",0,2
"hen",0,2
"henry's",0,2
"heresy",0,2
"heritage",0,2
"heroes",1,2
"heroine",1,2
"hide",-1,2
"hides",-1,2
"highlighted",0,2
"hint",0,2
"hints",0,2
"hired",0,2
"hollister",0,2
"homes",0,2
"homeschool",0,2
"homosexual",0,2
"honesty",1,2
"hoped",1,2
"horst",0,2
"hospital",0,2
"hour",0,2
"ht",0,2
"hubiese",0,2
"hugaroo",0,2
"hugging",1,2
"hugo",0,2
"humanity",0,2
"humiliating",-1,2
"hummingbird's",0,2
"hur",0,2
"hurry",0,2
"husband",0,2
"hyper",0,2
"hyy",0,2
"i.e",0,2
"ian",0,2
"idiot",-1,2
"ifs",0,2
"ignorance",-1,2
"ignoring",-1,2
"ihr",0,2
"ihrer",0,2
"ill",-1,2
"illustrator's",0,2
"imaginations",0,2
"immersed",0,2
"implies",0,2
"impressive",1,2
"improbable",0,2
"improvements",1,2
"impulse",0,2
"inadequate",-1,2
"incorrigible",0,2
"incorrigibles",0,2
"increasingly",0,2
"inheritance",0,2
"initially",0,2
"injury",-1,2
"innocent",1,2
"innocuous",0,2
"innovative",1,2
"ins",0,2
"insensitive",-1,2
"insight",0,2
"insights",0,2
"inspirational",1,2
"inspire",1,2
"installment",0,2
"integrity",1,2
"intellegence",0,2
"intelligence",1,2
"intent",0,2
"intentions",0,2
"interact",0,2
"interacting",0,2
"interactions",0,2
"interior",0,2
"internal",0,2
"intricate",1,2
"intro",0,2
"introduce",0,2
"introverted",0,2
"inventing",0,2
"invitation",0,2
"involves",0,2
"involving",0,2
"ironic",-1,2
"irony",-1,2
"isabel",0,2
"ish",0,2
"items",0,2
"itu",0,2
"ivan",0,2
"j.m",0,2
"jacket",0,2
"jadi",0,2
"jahren",0,2
"james",0,2
"japan",0,2
"jarring",0,2
"jean",0,2
"johansson",0,2
"johnson",0,2
"join",1,2
"jokes",1,2
"jolly",1,2
"jonathon",0,2
"josh",0,2
"joss's",0,2
"journalist",0,2
"joyce",0,2
"jujur",0,2
"jumping",0,2
"justify",0,2
"kai",0,2
"kalau",0,2
"kann",0,2
"keith",0,2
"keller",0,2
"kidnapped",0,2
"kidnapping",0,2
"kill",-1,2
"kinder",1,2
"kissing",1,2
"kissthebook.blogspot.com",0,2
"kitchen",0,2
"kites",0,2
"kitten",0,2
"knihu",0,2
"knit",0,2
"koala",0,2
"konnte",0,2
"koontz",0,2
"l'amore",0,2
"lacked",0,2
"lackluster",0,2
"ladder",0,2
"ladies",0,2
"lamb",0,2
"lands",0,2
"lanterns",0,2
"larger",0,2
"larson",0,2
"late",0,2
"laughter",1,2
"laut",0,2
"learnt",0,2
"leben",0,2
"lebih",0,2
"leider",0,2
"lend",0,2
"lends",0,2
"lengths",0,2
"lengthy",0,2
"leo",0,2
"leser",0,2
"letztendlich",0,2
"levels",0,2
"lewis",0,2
"li",0,2
"library's",0,2
"liebe",0,2
"liesl",0,2
"lifecycle",0,2
"lift",0,2
"lighter",0,2
"linda",0,2
"lingering",0,2
"lingkungan",0,2
"linked",0,2
"links",0,2
"listed",0,2
"listeners",0,2
"listens",0,2
"listing",0,2
"lively",1,2
"location",0,2
"lon",0,2
"loses",-1,2
"lou",0,2
"lover",1,2
"lovers",1,2
"lower",-1,2
"maanuss",0,2
"macdonald",0,2
"madrastras",0,2
"magicians",0,2
"maisy",0,2
"majority",0,2
"makers",0,2
"malattie",0,2
"malo",0,2
"malvadas",0,2
"maneras",0,2
"map",0,2
"marauder's",0,2
"marker",0,2
"mary's",0,2
"masefield's",0,2
"master",0,2
"masterpiece",1,2
"mate",0,2
"material",0,2
"matters",1,2
"matzoh",0,2
"mauk",0,2
"mauled",0,2
"mcdougal",0,2
"mcgrew",0,2
"meal",0,2
"meaningful",1,2
"meds",0,2
"mehr",0,2
"meinen",0,2
"melanie",0,2
"memiliki",0,2
"menarik",0,2
"menemukan",0,2
"menschen",0,2
"menyenangkan",0,2
"mere",0,2
"merry",1,2
"messier",0,2
"messy",-1,2
"metaphors",0,2
"method",0,2
"mg",0,2
"mia",-1,2
"michael",0,2
"midnight",0,2
"migliore",0,2
"mijn",0,2
"mild",0,2
"miles",0,2
"miracles",0,2
"miraculous",0,2
"miserable",-1,2
"misguided",0,2
"missed",-1,2
"misses",-1,2
"mix",0,2
"mne",0,2
"model",0,2
"momentum",0,2
"mona",0,2
"monkeys",0,2
"monsters",0,2
"monty's",0,2
"morals",0,2
"mountain",0,2
"moxy",0,2
"moxy's",0,2
"mucha",0,2
"mum",0,2
"mums",0,2
"mungkin",0,2
"museum",0,2
"muted",0,2
"mutiara",0,2
"mysteries",0,2
"myth",0,2
"nachste",0,2
"nada",0,2
"namen",0,2
"nap",0,2
"narrated",0,2
"nasty",-1,2
"national",0,2
"naughty",0,2
"nautical",0,2
"ne",0,2
"neck",0,2
"negar",0,2
"nessuno",0,2
"newspaper",0,2
"nicer",1,2
"niece",0,2
"nightmare",0,2
"nikdy",0,2
"nimh",0,2
"ninguna",0,2
"noah",0,2
"noble",1,2
"nofe",0,2
"noise",0,2
"nominee",0,2
"nostalgic",0,2
"november",0,2
"nu",0,2
"nuovo",0,2
"nutshell",0,2
"nzambi",0,2
"o'connor",0,2
"objects",0,2
"observe",0,2
"obstacle",-1,2
"occasion",0,2
"offensive",-1,2
"offered",0,2
"offering",0,2
"office",0,2
"oil",0,2
"olaf's",0,2
"ole",0,2
"olivia",0,2
"oma",0,2
"omg",0,2
"ook",0,2
"op",0,2
"operation",0,2
"opposed",0,2
"ordinary",0,2
"originated",0,2
"orlando",0,2
"orphaned",0,2
"ospedale",0,2
"otherworldly",0,2
"otro",0,2
"outdated",0,2
"outright",0,2
"overview",0,2
"oz",0,2
"p3x6aw",0,2
"pacing",0,2
"padre",0,2
"pagina",0,2
"paidia",0,2
"paiges",0,2
"painfully",-1,2
"paint",0,2
"painted",0,2
"pam",0,2
"pancakes",0,2
"paperback",0,2
"par",0,2
"parallel",0,2
"parte",0,2
"participation",0,2
"partly",0,2
"passages",0,2
"passion",1,2
"pasteur",0,2
"path",0,2
"patrons",0,2
"patterns",0,2
"paulsen",0,2
"peace",1,2
"pencil",0,2
"penguin",0,2
"penulisnya",0,2
"perfecto",1,2
"peril",-1,2
"period",0,2
"personajes",0,2
"persone",0,2
"perspectives",0,2
"pete",0,2
"phil",0,2
"phone",0,2
"physical",0,2
"picks",0,2
"pictured",0,2
"pinocchio",0,2
"pirate",0,2
"pisses",-1,2
"pistol",0,2
"plane",0,2
"plate",0,2
"pleased",1,2
"pludgett",0,2
"poder",0,2
"poe's",0,2
"pole",0,2
"polite",0,2
"pony",0,2
"poo",0,2
"poppins",0,2
"population",0,2
"porch",0,2
"poter",0,2
"pou",0,2
"pov",0,2
"practically",0,2
"practices",0,2
"praise",1,2
"prankster",0,2
"precious",1,2
"prek",0,2
"prendere",0,2
"preparation",0,2
"prepare",0,2
"prepared",1,2
"presentation",0,2
"president",0,2
"primo",0,2
"princes",0,2
"princesas",0,2
"princesses",0,2
"prior",0,2
"prisoner",-1,2
"products",0,2
"profits",1,2
"progress",1,2
"progressed",0,2
"promised",1,2
