"token","lsd","n"
"12.03",0,1
"12.6",0,1
"120",0,1
"122.57",0,1
"125",0,1
"13.00",0,1
"13.02.2008",0,1
"13.1",0,1
"13.2",0,1
"13.40",0,1
"13.5",0,1
"13.6",0,1
"13.8",0,1
"133",0,1
"133.4",0,1
"134",0,1
"138.4",0,1
"14.0",0,1
"14.00",0,1
"14.9",0,1
"1411",0,1
"143.7",0,1
"145.1",0,1
"145.8",0,1
"146,000",0,1
"148.11",0,1
"15,000",0,1
"15.0",0,1
"15.1",0,1
"15.2",0,1
"15.45",0,1
"15.6",0,1
"15.9",0,1
"150",0,1
"150mn",0,1
"151.0",0,1
"152,000",0,1
"152.2",0,1
"155.2",0,1
"156.9",0,1
"158",0,1
"15mn",0,1
"16.1",0,1
"16.6",0,1
"16.8",0,1
"160.4",0,1
"160.7",0,1
"1649",0,1
"17.38",0,1
"17.5",0,1
"17.8",0,1
"170",0,1
"172",0,1
"179mn",0,1
"18.3",0,1
"18.6",0,1
"18.7",0,1
"18.70",0,1
"18.77",0,1
"1858",0,1
"188mn",0,1
"18th",0,1
"19.06.2007",0,1
"19.1",0,1
"19.28",0,1
"19.6",0,1
"19.9",0,1
"190,000",0,1
"191",0,1
"1910",0,1
"193.1",0,1
"1930s",0,1
"1944757",0,1
"1954",0,1
"1973",0,1
"1987",0,1
"1990s",0,1
"1998",0,1
"2,500",0,1
"2,518.67",0,1
"2.19",0,1
"2.20",0,1
"2.3",0,1
"2.36",0,1
"2.52",0,1
"2.768",0,1
"2.9",0,1
"2.916",0,1
"20,000",0,1
"20.1",0,1
"20.51",0,1
"20.7",0,1
"200",0,1
"2002",0,1
"201",0,1
"205",0,1
"205.5",0,1
"20m",0,1
"21.1",0,1
"21.2",0,1
"21.3",0,1
"21.46",0,1
"21.9",0,1
"2100",0,1
"21179",0,1
"215.03",0,1
"22,901,784.75",0,1
"22.1",0,1
"22.4",0,1
"22.6",0,1
"22.9",0,1
"220.5",0,1
"225",0,1
"225.9",0,1
"23,383,927.80",0,1
"23.0",0,1
"23.1",0,1
"23.2",0,1
"23.3",0,1
"23.5",0,1
"23002",0,1
"235",0,1
"24.51",0,1
"25.0",0,1
"25.4",0,1
"25.41",0,1
"250",0,1
"256",0,1
"26",0,1
"26,000",0,1
"26.2",0,1
"26.7",0,1
"26.8",0,1
"26.9",0,1
"2600",0,1
"262,000",0,1
"27,060",0,1
"270,000",0,1
"275,000",0,1
"28.02.2008",0,1
"28.9",0,1
"282,000",0,1
"29,000",0,1
"2bn",0,1
"2g",0,1
"2m",0,1
"3,150.55",0,1
"3,500",0,1
"3.2",0,1
"3.3",0,1
"3.7",0,1
"3.99",0,1
"30.3",0,1
"30.8",0,1
"300,00",0,1
"300,000",0,1
"300mn",0,1
"305.6",0,1
"307.8",0,1
"30mn",0,1
"31",0,1
"31.4",0,1
"318,000",0,1
"32.266",0,1
"328.6",0,1
"33.6",0,1
"33.8",0,1
"34,000",0,1
"34.53",0,1
"34.9",0,1
"340.4",0,1
"35.4",0,1
"35.8",0,1
"350",0,1
"350,000",0,1
"36",0,1
"36,780",0,1
"360",0,1
"361.1",0,1
"365",0,1
"37,7",0,1
"37.2",0,1
"38",0,1
"38,000",0,1
"38.1",0,1
"38.7",0,1
"385,000",0,1
"386",0,1
"388,000",0,1
"395,000",0,1
"3bn",0,1
"4,350",0,1
"4,711.19",0,1
"4.6",0,1
"4.85",0,1
"40,000",0,1
"400,000",0,1
"400,000,000",0,1
"415,000",0,1
"42",0,1
"42.6",0,1
"43.9",0,1
"43pc",0,1
"44.8",0,1
"45,031,513.80",0,1
"457.2",0,1
"45mn",0,1
"46.3",0,1
"47.5",0,1
"47.59",0,1
"470.0",0,1
"48",0,1
"49.9",0,1
"4g",0,1
"4mn",0,1
"5,700",0,1
"5.1",0,1
"5.3",0,1
"5.55",0,1
"50,000",0,1
"50,200",0,1
"50.4",0,1
"500",0,1
"500,000",0,1
"51",0,1
"51.2",0,1
"53",0,1
"530773",0,1
"54",0,1
"55",0,1
"55.3",0,1
"560",0,1
"57",0,1
"571.8",0,1
"575,000",0,1
"576.50",0,1
"579,000",0,1
"579.8",0,1
"6.06",0,1
"6.1",0,1
"6.4",0,1
"6.81",0,1
"60,000",0,1
"600",0,1
"600.3",0,1
"60mn",0,1
"61",0,1
"61.3",0,1
"612",0,1
"62,000",0,1
"63",0,1
"64,046,460",0,1
"640",0,1
"65",0,1
"65.3",0,1
"66.5",0,1
"6753",0,1
"686.5",0,1
"69.3",0,1
"696.4",0,1
"6m",0,1
"7,200",0,1
"7,801.7",0,1
"7,853,620",0,1
"7,854,608",0,1
"7,900",0,1
"7.0",0,1
"7.1",0,1
"7.26",0,1
"7.3",0,1
"7.4",0,1
"7.5",0,1
"7.7",0,1
"7.74",0,1
"7.8",0,1
"7.9",0,1
"70,000",0,1
"70,116",0,1
"700",0,1
"70mn",0,1
"710.3",0,1
"72.5",0,1
"720",0,1
"730mn",0,1
"74.3",0,1
"7400",0,1
"75,052,523",0,1
"75.3",0,1
"76",0,1
"77.4",0,1
"79,000",0,1
"8,256.02",0,1
"8.1",0,1
"8.2",0,1
"8.3",0,1
"8.4",0,1
"8.5",0,1
"8.65",0,1
"8.7",0,1
"8.9",0,1
"800",0,1
"8002",0,1
"81",0,1
"813.191",0,1
"82",0,1
"82.2",0,1
"82.7",0,1
"83",0,1
"845,000",0,1
"85,030",0,1
"85.1",0,1
"854m",0,1
"854mn",0,1
"877417",0,1
"89",0,1
"8mn",0,1
"9,526,089",0,1
"9,910",0,1
"9.00",0,1
"9.5",0,1
"9.7",0,1
"90",0,1
"90.19",0,1
"90.2",0,1
"900m",0,1
"91",0,1
"92",0,1
"94.4",0,1
"94.9",0,1
"95",0,1
"992.3",0,1
"a330",0,1
"aava",0,1
"abroad",0,1
"absorption",1,1
"abu",0,1
"acceptance",1,1
"accepted",1,1
"accessible",1,1
"accident",-1,1
"achieve",1,1
"acquires",0,1
"activity",0,1
"adak",0,1
"adapt",0,1
"add",0,1
"additionally",0,1
"adjust",0,1
"adjustment",0,1
"administered",0,1
"administrators",0,1
"admired",1,1
"admits",1,1
"adopted",1,1
"adr",0,1
"advance",1,1
"advisory",0,1
"æki",0,1
"æl",0,1
"ænen",0,1
"ænge",0,1
"aeronautic",0,1
"ærtsil",0,1
"ærvi",0,1
"afe1v",0,1
"affecting",0,1
"aforementioned",0,1
"africa",0,1
"african",0,1
"age",0,1
"agency",0,1
"agenda",0,1
"aggressively",-1,1
"agitators",-1,1
"agro",0,1
"ahead",0,1
"aho",0,1
"airbus",0,1
"airport",0,1
"airports",0,1
"akseli",0,1
"albat",0,1
"alberta",0,1
"alcohol",0,1
"aleksanterinkatu",0,1
"alike",0,1
"alleged",-1,1
"allocation",0,1
"allotted",0,1
"allowed",1,1
"alloy",0,1
"alloys",0,1
"allure",1,1
"alpine",0,1
"alternatives",0,1
"alumina",0,1
"amanda",0,1
"ameas",0,1
"analytics",0,1
"anchors",0,1
"andlinger",0,1
"anglers",0,1
"anne",0,1
"anneli",0,1
"answers",0,1
"antenna",0,1
"anticipated",0,1
"antniemi",0,1
"apac",0,1
"apartment",0,1
"apiece",0,1
"apollo",0,1
"apoteket",0,1
"app",0,1
"apparatus",0,1
"appeal",0,1
"appealing",0,1
"apple",0,1
"applicable",0,1
"applied",0,1
"apply",0,1
"appointment",0,1
"appointments",0,1
"approvals",1,1
"approx",0,1
"aptly",1,1
"arcelormittal",0,1
"argentine",0,1
"arokarhu",0,1
"arranging",0,1
"art1v",0,1
"artemyev",0,1
"articles",0,1
"artistic",1,1
"artists",0,1
"asa",0,1
"ascs",0,1
"asfaltti",0,1
"asimilar",0,1
"asm",0,1
"asphalt",0,1
"aspiring",1,1
"assessment",0,1
"assignment",0,1
"assist",1,1
"associates",0,1
"assurance",1,1
"asx",0,1
"atec",0,1
"atom",0,1
"attached",0,1
"attacks",-1,1
"attempt",0,1
"attention",0,1
"attract",1,1
"auditing",0,1
"auditors",0,1
"austria",0,1
"authorise",0,1
"authorization",0,1
"automobile",0,1
"autonomous",1,1
"av",0,1
"avalon",0,1
"avc",0,1
"avena",0,1
"avesta",0,1
"avi",0,1
"aviation",0,1
"avoid",-1,1
"awareness",1,1
"axes",-1,1
"baber",0,1
"babies",0,1
"backdrop",0,1
"backlog",-1,1
"backup",0,1
"badly",-1,1
"bahrain",0,1
"bakery",0,1
"baltics",0,1
"band",0,1
"bands",0,1
"bangalore",0,1
"bangkok",0,1
"barclays",0,1
"bargaining",0,1
"barum",0,1
"baseball",0,1
"bases",0,1
"basic",0,1
"bavaria",0,1
"bavelloni",0,1
"bawag",0,1
"bearing",0,1
"bedroom",0,1
"beers",0,1
"behalf",1,1
"beleaguered",-1,1
"belgium",0,1
"benefit",1,1
"bentos",0,1
"bergqvist",0,1
"bestseller",0,1
"beteiligungs",0,1
"bg",0,1
"bhushan",0,1
"bicentenary",0,1
"bid",0,1
"bigger",0,1
"bill",0,1
"billing",0,1
"bim",0,1
"biodiesel",0,1
"biographies",0,1
"bioheapleaching",0,1
"biomass",0,1
"biotie",0,1
"bitmapped",0,1
"bjorn",0,1
"black",0,1
"bln",0,1
"block",-1,1
"blocking",-1,1
"blog",0,1
"blond",0,1
"bloomberg",0,1
"blue",0,1
"bluebird",0,1
"bluegills",0,1
"bluewin",0,1
"boaters",0,1
"bockum",0,1
"body",0,1
"bofa",0,1
"bom",0,1
"book",0,1
"bookrunners",0,1
"boost",0,1
"boosting",0,1
"borl",0,1
"box",0,1
"bps",0,1
"branch",0,1
"branches",0,1
"brazilian",0,1
"bread",0,1
"brewer",0,1
"breweries",0,1
"bringing",0,1
"brings",0,1
"british",0,1
"broadcasters",0,1
"broader",0,1
"broker",0,1
"brokerage",0,1
"brokers",0,1
"browser",0,1
"browsing",0,1
"bruk",0,1
"brussels",0,1
"builders",0,1
"burdened",-1,1
"burgundy",0,1
"buying",0,1
"buys",0,1
"byline",0,1
"cabot",0,1
"cads",0,1
"calafate",0,1
"calciners",0,1
"calendered",0,1
"california",0,1
"called",0,1
"cameco",0,1
"campaign",0,1
"campaigns",0,1
"canada",0,1
"canceled",0,1
"cancellation",0,1
"cancers",-1,1
"capabilities",1,1
"capacitors",0,1
"capitex",0,1
"car",0,1
"cards",0,1
"career",0,1
"carpark",0,1
"carriers",0,1
"carries",0,1
"carrots",0,1
"castecka",0,1
"castle",0,1
"catch",0,1
"categories",0,1
"category",0,1
"cathode",0,1
"causing",0,1
"cbd",0,1
"cd",0,1
"cdli",0,1
"cdp",0,1
"cee",0,1
"cellular",0,1
"celulose",0,1
"centres",0,1
"ceramics",0,1
"certification",0,1
"certified",0,1
"cet",0,1
"cfo",0,1
"chairmanship",0,1
"challenges",-1,1
"challenging",-1,1
"chambersburg",0,1
"chance",0,1
"changing",0,1
"channel",0,1
"chassis",0,1
"cheaper",1,1
"chelyabinsk",0,1
"chennai",0,1
"chicago",0,1
"child",0,1
"chilled",-1,1
"chip",0,1
"chips",0,1
"chl",0,1
"chosen",0,1
"christmas",0,1
"chrome",0,1
"cido",0,1
"cinema",0,1
"circulation",0,1
"cities",0,1
"citymarket",0,1
"civil",1,1
"cjsc",0,1
"claims",0,1
"clamps",0,1
"clarity",0,1
"click",0,1
"climate",0,1
"climbed",0,1
"climber",0,1
"closure",0,1
"code",0,1
"coffee",0,1
"colleagues",1,1
"collect",0,1
"collective",0,1
"colors",0,1
"columbia",0,1
"combination",0,1
"combines",0,1
"coming",0,1
"comment",0,1
"commenting",0,1
"commercially",0,1
"commissioner",0,1
"commissioning",0,1
"commitments",1,1
"committed",0,1
"community",0,1
"comparable",0,1
"comparative",0,1
"comparatives",0,1
"compare",0,1
"comparison",0,1
"compatriot",0,1
"competence",1,1
"competency",1,1
"competitions",0,1
"competitiveness",0,1
"compiling",0,1
"complement",1,1
"complex",0,1
"component",0,1
"comprised",0,1
"compulsory",0,1
"comtex",0,1
"concentrating",0,1
"concluded",0,1
"concrete",0,1
"condition",0,1
"confident",1,1
"confirmed",1,1
"conglomerate",0,1
"connections",0,1
"connectivity",0,1
"consent",1,1
"considered",0,1
"considers",0,1
"consistency",1,1
"consolidate",1,1
"consolidation",1,1
"constitutes",0,1
"construct",1,1
"consultancy",0,1
"consultant",0,1
"contact",0,1
"container",0,1
"contempus",0,1
"contest",0,1
"continents",0,1
"continuing",0,1
"continuous",0,1
"contracting",0,1
"contrary",-1,1
"contrast",-1,1
"control",0,1
"controlled",0,1
"controlling",0,1
"convenience",0,1
"convenient",1,1
"converged",0,1
"conversations",0,1
"converted",0,1
"converter",0,1
"converting",0,1
"convinced",1,1
"cool",0,1
"cooperating",1,1
"cooperative",1,1
"copenhagen",1,1
"copy",0,1
"coq",0,1
"corners",0,1
"correlation",0,1
"correspond",0,1
"corresponds",0,1
"cosco",0,1
"council",0,1
"coupled",0,1
"courier",0,1
"cps",0,1
"cra1v",0,1
"crane",0,1
"created",1,1
"creating",1,1
"crisis",-1,1
"critical",-1,1
"criticising",-1,1
"crore",0,1
"cry",-1,1
"cs",0,1
"cultivation",1,1
"culture",0,1
"cup",0,1
"curfew",0,1
"curl",0,1
"currency",0,1
"custom",0,1
"customised",0,1
"dalborg",0,1
"damaged",-1,1
"dampened",0,1
"darts",0,1
"dave",0,1
"db",0,1
"dc",0,1
"dcuc",0,1
"dealer",0,1
"dealers",0,1
"deals",0,1
"decide",0,1
"decline",0,1
"deep",0,1
"deepwater",0,1
"deere",0,1
"delegation",0,1
"delhaize",0,1
"delhi",0,1
"delist",0,1
"delta",0,1
"demanding",0,1
"demonstrated",0,1
"demonstrates",0,1
"demonstrating",0,1
"demonstration",0,1
"departures",0,1
"depending",0,1
"deposit",0,1
"depositor",0,1
"depository",0,1
"depot",0,1
"depots",0,1
"depth",0,1
"designation",0,1
"desktop",0,1
"detail",0,1
"determined",1,1
"dhabi",0,1
"dialing",0,1
"difference",0,1
"differentiate",0,1
"digitally",0,1
"diligence",0,1
"dimensions",0,1
"dinosaurs",0,1
"dioxide",0,1
"diploma",0,1
"directed",0,1
"disagreement",-1,1
"disappeared",0,1
"discipline",0,1
"disclaims",-1,1
"disclosing",0,1
"disclosure",0,1
"discontinued",0,1
"discussed",0,1
"dismissal",-1,1
"dismissed",-1,1
"dissertations",0,1
"dissolve",0,1
"distinctly",0,1
"distributable",0,1
"distributed",0,1
"distributions",0,1
"divest",0,1
"divestment",0,1
"divisional",-1,1
"divisions",-1,1
"dnb",0,1
"docomo",0,1
"doctoral",0,1
"documentation",0,1
"dohle",0,1
"doktas",0,1
"dokumentori",0,1
"domain",0,1
"domestic",0,1
"dosing",0,1
"double",-1,1
"douglas",0,1
"downloading",0,1
"downtown",0,1
"dozens",0,1
"drafted",0,1
"dragged",-1,1
"dragonfly",0,1
"dramatic",0,1
"driven",0,1
"dropped",0,1
"drought",0,1
"drug",0,1
"dubai",0,1
"duckburg",0,1
"duration",0,1
"dutch",0,1
"dz",0,1
"e50",0,1
"e658",0,1
"e7",0,1
"eads",0,1
"earn",0,1
"earned",0,1
"easier",1,1
"east",0,1
"ecb",0,1
"economically",0,1
"editor",0,1
"editors",0,1
"effectiveness",1,1
"effort",1,1
"efforts",1,1
"efore",0,1
"eggs",0,1
"ehitus",0,1
"elect",0,1
"election",0,1
"electrical",0,1
"electrically",0,1
"electrification",0,1
"elektrobit",0,1
"elevator",0,1
"elimaki",0,1
"elisa",0,1
"elite",0,1
"eloholma",0,1
"elqav",0,1
"embroiled",0,1
"emerging",0,1
"emissions",0,1
"emmy",0,1
"employed",0,1
"empt",0,1
"empty",-1,1
"ems",0,1
"enclosed",0,1
"endustri",0,1
"engines",0,1
"enhances",1,1
"enterprises",0,1
"entreprenadmaskiner",0,1
"entry",0,1
"environments",0,1
"erkki",0,1
"eronen",0,1
"erp",0,1
"errors",-1,1
"ervi",0,1
"esa",0,1
"eseries",0,1
"esl",0,1
"essar",0,1
"establishes",0,1
"estimations",0,1
"estonian",0,1
"ethernet",0,1
"eucalyptus",0,1
"eur10",0,1
"eur1149",0,1
"eur12",0,1
"eur125",0,1
"eur131",0,1
"eur150m",0,1
"eur17",0,1
"eur17m",0,1
"eur201",0,1
"eur21m",0,1
"eur22",0,1
"eur25",0,1
"eur250m",0,1
"eur27m",0,1
"eur28",0,1
"eur2m",0,1
"eur30m",0,1
"eur313",0,1
"eur32",0,1
"eur33m",0,1
"eur39m",0,1
"eur400m",0,1
"eur416",0,1
"eur5",0,1
"eur53m",0,1
"eur55",0,1
"eur59m",0,1
"eur64",0,1
"eur655",0,1
"eur69",0,1
"eur70m",0,1
"eur732m",0,1
"eur75m",0,1
"eur8",0,1
"eur9",0,1
"euribor",0,1
"euro1",0,1
"euro13",0,1
"euro26",0,1
"euronext",0,1
"ev3",0,1
"evening",0,1
"events",0,1
"everest",0,1
"evidence",0,1
"examines",0,1
"excellence",1,1
"exclusive",0,1
"execution",0,1
"exempted",0,1
"exists",0,1
"exit",0,1
"expandable",0,1
"expenditure",0,1
"expenses",0,1
"expert",1,1
"expires",0,1
"explains",0,1
"explore",0,1
"export",0,1
"exported",0,1
"expressly",0,1
"extend",0,1
"extends",0,1
"extract",0,1
"eyes",0,1
"facing",0,1
"factors",0,1
"faculty",0,1
"failed",-1,1
"failure",-1,1
"fairly",0,1
"fallers",0,1
"falling",0,1
"fantastic",1,1
"farm",0,1
"fashion",0,1
"fat",0,1
"favor",0,1
"favorable",1,1
"favourable",1,1
"favourably",1,1
"features",0,1
"featuring",0,1
"federal",0,1
"federation",0,1
"feedback",0,1
"ferro",0,1
"fewer",0,1
"fh",0,1
"fight",-1,1
"figure",0,1
"figures",0,1
"file",0,1
"files",0,1
"filmiteollisuus",0,1
"fimentor",0,1
"finalize",0,1
"finalized",0,1
"finances",0,1
"finans",0,1
"findest",0,1
"finish",0,1
"finished",0,1
"finlan",0,1
"finnegans",0,1
"finnishness",0,1
"fireplaces",0,1
"firms",0,1
"fiscal",0,1
"fit",1,1
"fitness",1,1
"flag",0,1
"fleet",0,1
"flexi",0,1
"floorball",0,1
"floors",0,1
"focuses",0,1
"focusing",0,1
"foods",0,1
"foot",0,1
"ford",0,1
"forecasts",0,1
"forestal",0,1
"fork",0,1
"formed",0,1
"forssa",0,1
"forthcoming",0,1
"fortuna",0,1
"forums",0,1
"founded",0,1
"fragmented",0,1
"framework",0,1
"framing",0,1
"frank",1,1
"frankfurt",0,1
"fray",0,1
"frei",0,1
"freighters",0,1
"french",0,1
"fridays",0,1
"friend",1,1
"friends",1,1
"frost",0,1
"frozen",-1,1
"fuel",0,1
"fueled",0,1
"fulfil",0,1
"funded",0,1
"funding",0,1
"furniture",0,1
"g.o.l.d",0,1
"gain",0,1
"galerie",0,1
"galvan",0,1
"gama",0,1
"games",0,1
"garden",0,1
"garmin",0,1
"gasoline",0,1
"ge",0,1
"generate",1,1
"generates",1,1
"genesis",0,1
"geographical",0,1
"geosentric",0,1
"getinge",0,1
"giant",0,1
"gibtelecom",0,1
"gilchrist",0,1
"girders",0,1
"globally",0,1
"gmo",0,1
"gold",1,1
"goodwill",1,1
"gordon",0,1
"gotta",0,1
"governance",0,1
"gps",0,1
"grain",0,1
"gram",0,1
"grannan",0,1
"granted",0,1
"grants",0,1
"gray",0,1
"grid",0,1
"grounds",0,1
"grow",0,1
"growhow",0,1
"guides",0,1
"gulf",0,1
"gunneflo",0,1
"haakon",0,1
"haavisto",0,1
"hackers",-1,1
"hamina",0,1
"hand",0,1
"handheld",0,1
"handled",0,1
"handlers",0,1
"handsets",0,1
"hang",0,1
"hanna",0,1
"hardware",0,1
"has80",0,1
"hasten",0,1
"haug",0,1
"hdi",0,1
"headboxes",0,1
"headed",0,1
"healthcare",0,1
"hear",0,1
"hearing",0,1
"hearst",0,1
"heart",0,1
"heathrow",0,1
"heavily",-1,1
"hectare",0,1
"heikki",0,1
"heir",0,1
"helokunnas",0,1
"helsingin",0,1
"henry",0,1
"highlights",0,1
"hiidenheimo",0,1
"hilton",0,1
"hintze",0,1
"historic",0,1
"hit",0,1
"hobby",0,1
"holders",0,1
"holdings",0,1
"holmen",0,1
"homes",0,1
"honka",0,1
"honkajoki",0,1
"hope",1,1
"hospitals",0,1
"hot",0,1
"hotels",0,1
"hours",0,1
"households",0,1
"housing",0,1
"hspa",0,1
"huge",0,1
"huhtamaki",0,1
"human",0,1
"hundred",0,1
"hunting",0,1
"hutchison",0,1
"ibm",0,1
"icelandair",0,1
"icy",-1,1
"ideal",1,1
"ideas",0,1
"identical",0,1
"identified",0,1
"identify",0,1
"identifying",0,1
"ifrs",0,1
"igen3",0,1
"iggesunds",0,1
"ignatius",0,1
"igor",0,1
"ii",0,1
"illustration",0,1
"illustrators",0,1
"ils",0,1
"imalat",0,1
"impacted",0,1
"implementing",0,1
"import",0,1
"importance",0,1
"imported",0,1
"impress",1,1
"improvements",1,1
"improving",1,1
"inch",0,1
"inconsistent",-1,1
"incorporate",0,1
"inculding",0,1
"indital",0,1
"individual",0,1
"indosat",0,1
"industrialisation",0,1
"industrialization",0,1
"industriekapital",0,1
"inflation",0,1
"influence",0,1
"infra",0,1
"ingen",0,1
"initially",0,1
"initiated",0,1
"inkinen",0,1
"innovation",1,1
"insight",0,1
"insights",0,1
"installed",0,1
"installment",0,1
"instrument",0,1
"integrate",0,1
"intelligence",1,1
"intellisync",0,1
"intends",0,1
"intensive",0,1
"interchange",0,1
"interim",0,1
"internal",0,1
"internationalizing",0,1
"interoperability",0,1
"intertek",0,1
"introduce",0,1
"invenergy",0,1
"invested",0,1
"investigators",0,1
"investing",0,1
"invite",1,1
"involve",0,1
"ipad",0,1
"iphone",0,1
"ipods",0,1
"iptv",0,1
"ipv6",0,1
"iron",0,1
"irrevocable",0,1
"irrevocably",0,1
"isk",0,1
"isms",0,1
"issuance",0,1
"italahdenkatu",0,1
"italian",0,1
"iterating",0,1
"itikka",0,1
"itkonen",0,1
"itunes",0,1
"j.t",0,1
"janhonen",0,1
"japanese",0,1
"japrotek",0,1
"jarle",0,1
"jaroszowka",0,1
"jens",0,1
"joins",0,1
"jointly",0,1
"jortikka",0,1
"journalism",0,1
"journalistic",0,1
"journey",0,1
"jpm",0,1
"jpmorgan",0,1
"jsc",0,1
"juergen",0,1
"juha",0,1
"juhani",0,1
"jukka",0,1
"jun",0,1
"justly",0,1
"jv",0,1
"kai",0,1
"kalajoki",0,1
"kalmar",0,1
"kansa",0,1
"kansas",0,1
"karachi",0,1
"karara",0,1
"karppinen",0,1
"kauhava",0,1
"kazakh",0,1
"kci",0,1
"kcr1v",0,1
"kd",0,1
"kemijoki",0,1
"kennedy",0,1
"kermansavi",0,1
"kershaw",0,1
"keskinen",0,1
"keyboard",0,1
"khanty",0,1
"kia",0,1
"kimmo",0,1
"kiruna",0,1
"kolkata",0,1
"korea",0,1
"korhonen",0,1
"korpinen",0,1
"korteniemi",0,1
"kpi",0,1
"kra1v",0,1
"kraft",0,1
"krister",0,1
"kroner",0,1
"kurt",0,1
"kuzaj",0,1
"kylas",0,1
"kymi",0,1
"kyroskoski",0,1
"laasanen",0,1
"labor",0,1
"laboratory",0,1
"labs",0,1
"ladle",0,1
"lagardere",0,1
"laguardia",0,1
"lahti",0,1
"lahtinen",0,1
"lakeville",0,1
"lan2lan",0,1
"land",0,1
"landed",0,1
"lansio",0,1
"lapin",0,1
"lassi",0,1
"lassila",0,1
"leaders",0,1
"leak",-1,1
"leaseback",0,1
"leaving",0,1
"left",0,1
"legal",0,1
"lehdentekijat",0,1
"leif",0,1
"leipurin",0,1
"lember",0,1
"lemcon",0,1
"lemmink",0,1
"lending",0,1
"lennart",0,1
"lennon",0,1
"lesprom",0,1
"lewa",0,1
"liability",-1,1
"liechtenstein",0,1
"lifetime",0,1
"lifting",0,1
"lightning",0,1
"lights",0,1
"lihakunta",0,1
"limits",-1,1
"linden",0,1
"lindex",0,1
"linked",0,1
"links",0,1
"liquide",0,1
"liquids",0,1
"lived",0,1
"llc",0,1
"locally",0,1
"locator",0,1
"lodged",0,1
"log",0,1
"logging",0,1
"logs",0,1
"lonnfors",0,1
"losing",-1,1
"lost",-1,1
"lot",0,1
"lots",0,1
"love",1,1
"loviisa",0,1
"loyal",1,1
"loyalty",1,1
"lr",0,1
"ls",0,1
"lubricants",0,1
"luceplan",0,1
"lukkoexpert",0,1
"lulea",0,1
"lunch",0,1
"lure",-1,1
"lures",-1,1
"luxury",1,1
"lxe",0,1
"lye",0,1
"lynch",-1,1
"m2",0,1
"maaseudun",0,1
"macgregor",0,1
"macintosh",0,1
"madison",0,1
"maemo",0,1
"magazines",0,1
"maine",0,1
"mainz",0,1
"majority",0,1
"makeover",0,1
"malaysians",0,1
"mall",0,1
"managers",0,1
"manchester",0,1
"manganese",0,1
"mansi",0,1
"map",0,1
"mar",-1,1
"marek",0,1
"marina",0,1
"marine",0,1
"marjo",0,1
"mark",0,1
"marketplace",0,1
"marks",0,1
"marski",0,1
"martin",0,1
"maruti",0,1
"maruy",0,1
"master",0,1
"masterbulk",0,1
"matador",0,1
"materialise",0,1
"matter",0,1
"matters",0,1
"mattila",0,1
"maturing",1,1
"mce",0,1
"mda",0,1
"meadville",0,1
"meats",0,1
"mechanical",0,1
"mechanics",0,1
"medium",0,1
"medvezhyegorsk",0,1
"meet",0,1
"meetings",0,1
"megabytes",0,1
"megafon",0,1
"megawatt",0,1
"megawatts",0,1
"meltdown",0,1
"memory",0,1
"mentioned",0,1
"meo1v",0,1
"mercator",0,1
"merchandise",0,1
"merchant",0,1
"merge",0,1
"merged",0,1
"merger",0,1
"mergers",0,1
"merisatama",0,1
"merrill",1,1
"messages",0,1
"met",0,1
"metric",0,1
"meur",0,1
"mezzanine",0,1
"mformation",0,1
"michael",0,1
"micro",0,1
"middle",0,1
"midnighttrader",0,1
"mids",0,1
"mikko",0,1
"mikkonen",0,1
"millimetres",0,1
"millions",0,1
"mind",0,1
"mine",0,1
"minor",0,1
"mississippi",0,1
"mistake",-1,1
"mixed",0,1
"ml",0,1
"mline",0,1
"mobility",0,1
"modeling",0,1
"modelling",0,1
"modems",0,1
"mohammed",0,1
"molub",0,1
"molybdenum",0,1
"moment",0,1
"monopoly",0,1
"monster",-1,1
"montaj",0,1
"moran",0,1
"moron",-1,1
"mortgages",0,1
"moscow",0,1
"motorola",0,1
"mount",0,1
"moventas",0,1
"moves",0,1
"ms",0,1
"mso",0,1
"multilingual",0,1
"multiple",0,1
"multiradio",0,1
"multistorey",0,1
"munich",0,1
"municipalities",0,1
"mutual",0,1
"mw",0,1
"myspace.com",0,1
"n.h",0,1
"n.v",0,1
"n.y",0,1
"n't",0,1
"n8",0,1
"names",0,1
"nastola",-1,1
"nations",0,1
"nationwide",0,1
"natlabs",0,1
"naturally",0,1
"navigator",0,1
"navteq",0,1
"nearby",0,1
"negotiation",0,1
"netcom",0,1
"nevada",0,1
"newark",0,1
"newcomer",0,1
"newcomers",0,1
"niiininoski",0,1
"nikkei",0,1
"nikkiso",0,1
"nissan",0,1
"nitrates",0,1
"nitrogen",0,1
"noa1v",0,1
"noncore",0,1
"noop",0,1
"noora",0,1
"noponen",0,1
"normandy",0,1
"northwest",0,1
"northwestern",0,1
"notes",0,1
"notice",0,1
"notification",0,1
"novator",0,1
"nsn",0,1
"nsr",0,1
"ntsb",0,1
"ntt",0,1
"nuclear",0,1
"nurseries",0,1
"oasis",0,1
"objectively",0,1
"oblast",0,1
"obligated",0,1
"oborniki",0,1
"obtained",1,1
"occupy",0,1
"occurred",0,1
"occurring",0,1
"offenburg",0,1
"offered",0,1
"officer",0,1
"official",0,1
"officials",0,1
"offset",0,1
"okm1v",0,1
"olavi",0,1
"oleg",0,1
"olvi",0,1
"olympic",0,1
"onboard",0,1
"onemed",0,1
"operated",0,1
"operation",0,1
