"id","rating","text","afinn","lsd","vader"
239,"neutral","simultaneous, alma media ha purchase a 35 % share of arena interact, a subsidiary of arena partner with a focus on mobile solute develop.",0.3,1,0.557
240,"neutral","a. le coq special was develop for the bicentenary of the company and the trade mark, the brew said.",0,1,0.402
241,"neutral","glaston 's well - known brand are bavelloni, in pre - process machine and tool, tamglass and uniglass in safety glass machine and albat + wirsam in software solute.",0.2,1,0.599
242,"neutral","citigroup, c nyse: c, deutsche bank nyse: db and pohjola bank are lead manage for the sale.",0,0,0
243,"neutral","the plant i expect to start production in the first half of 2007.",0,0,0
244,"neutral","new delhi, feb. 12 - - korteniemi anneli, helokunnas tuija, peltola marjo, keskinen jukka, salminen jussi, tusa kia and janhonen risto of nokia telecommunication oy, espoo, finland have develop cable adjust vice.",0,-1,-0.637
245,"neutral","the acquisition doe not have to be from the frozen food or fish sector, a long a it ha synergy with l+ænnen tehtaat 's other business.",0.4,-1,0.34
246,"neutral","the exercise price of the option will be base on safran software solute ' license and maintenance sale a well a the result of the company.",0,1,0.273
247,"neutral","basware off full support for all sap verse start from sap 4.5.",0.4,-0.333,0.402
248,"positive","biohit already service many current genesis custom and the custom base i expect to expand a a result of this agree.",0.2,1,0.586
249,"neutral","stora enso 's busy in north america ha annual capacity of about 3 million ton and employ about 4,350 people.",0.4,0,0.34
250,"neutral","the area will also include some central build, and honkarakenne ha start negotiations on their livery.",0.4,0,0.34
251,"neutral","26 november 2010 - finnish sport - equipment maker amer sport oyj ( hel: ameas ) said today it ha obtain a eur30m schuldschein note loan from a pool of international investor.",0.4,1,0.34
252,"neutral","in the czech public, the small file it at ostrava will be close and the machinery will be gradual locate to ruukki 's bigger plant in hungary, poland and romania by the end of the first quarter of 2009.",0,0,0
253,"neutral","margin call of zanadvorov ha given the chance to make such purchase under the credit of deutsche bank for usd 560 million.",0.4,1,0.718
254,"positive","these measure are expect to produce annual cost save of eur 1.5 million start in 2007.",0.4,0,0.494
255,"neutral","the port examine the medical equipment busy structure and operate, history and duct, and provide an analysis of it key medical equipment venue line.",0,1,0
256,"neutral","6 october 2010 - finnish paint and coat company tikkurila oyj hel: tik1v announce today the launch of tikkurila prohouse method for protection of wood surface via treatment with ultra pro waterborne duct.",0,1,0
257,"neutral","in 2007, etteplan had turnover of eur125 .2 m.",0,0,0
258,"negative","however, the suspect stole hi burgundy nissan altima.",-0.2,-1,-0.296
259,"positive","net interest come was eur 152.2 mn, up from eur 101.0 mn in 2008.",0.2,0,0.459
260,"neutral","- fit before tax was eur 105.9 82.7 million.",0.2,1,0.361
261,"neutral","scanfil plc i a global tract manufacture and system supply for communicate and industrial electronic.",0,0,0
262,"positive","accord to the ceo of nordea bank estonia vahur kraft, nordea finland and stockmann have been cooperate for more than t year.",0,1,0
263,"neutral","in parallel, teliasonera ha decide to duct a compulsory acquisition.",0.4,0,0.34
264,"positive","adp new - nov 18, 2008 - finnish ac drive manufacture vacon oyj omx: vac1v said today that it had set up new representative office in romania and ukraine to serve the grow market in eastern and southeastern europe.",0,0,0
265,"positive","operate fit rose to eur 26.7 mn from eur 14.9 mn in the correspond period in 2006.",0.2,1,0.361
266,"neutral","further concrete cooperate i also carry out through various project, doctoral these and diploma dissertation.",0,1,0
267,"positive","tectia corporate hel: tec1v, a provide of real - time security solute, today announce that it ha appoint lan2lan, a provide of it service in the uk, to distribute it data security and manage file transfer software.",0.4,1,0.735
268,"positive","jens schulte - bockum, vodafone 's global director of terminal, said the company expect to sell one to two million of the vodafone 125 and 225 model in the first year of launch, and potential t of million over the lifetime of the vice.",0,-1,0
269,"neutral","furthermore, the company will sell the warehouse and office build in loudeac and saint marcel and lease new joint premise for these operate in morvillars.",0,1,0
270,"positive","- beijing xfn - asia - hong kong - list standard charter bank said it ha sign a china mobile phone deal finance agree with nokia, make it the first foreign bank to off finance to the country 's small and medium enterprise - lr",0.3,1,0.599
271,"neutral","port in accordance with the merge busy operate will start a of january 1, 2011.",0,1,0
272,"neutral","alexandria, va., march 28 - - pertti salmi and hanna vuolteenaho, both of oulu, finland, and sami viitasaari of ii, finland, have develop an ornamental sign for a handset, the u. s. patent & trademark office announce.",0,0,0
273,"neutral","accord to statistic by the finnish maritime administrate, shipping did not crease much in january - august 2009, however.",0,1,0
274,"positive","the off represent a premium of 24 % over the stock 's close price on friday.",0,0,0
275,"neutral","aft the sale, outokumpu 's share of the technology it will be reduce to some 12 - 20 percent.",0.2,0,0.296
276,"negative","net sale crease to eur 220.5 mn from eur 470.0 mn in the correspond period in 2009.",0,0,0
277,"positive","sale for both the department store division and hobby hall crease by 7 %, while sale for the clothe store subsidiary seppala crease by 4 %.",0,-1,0
278,"neutral","the company also said that it board of director ha pose a fit distribute of eur0 .92 p share.",0.267,1,0.727
279,"positive","kesko agro eesti, the retailer and wholesale of grain, agricultural and warehouse machinery and accessory, had net sale of 81 million euro in 2007, an crease by one - tenth over the precede year.",0,0,0
280,"neutral","the solute i demonstrate on a tablet develop by aava mobile a a multi - window system, which enable the use of several apply simultaneous, for example the view of message and calendar side by side.",0,0,0
281,"neutral","votorantim celulose e papel ( vcp ) i part of the votorantim group, a major brazilian conglomerate.",0,0,0
282,"negative","most of the layoff will be in finland.",0,0,0
283,"neutral","panostaja treat it negotiate partner, such a entrepreneur sell their life s work and newcomer entrepreneur seek a career, fair, just and accord to the law.",0.4,1,0.612
284,"positive","operate come rose to eur 696.4 mn from eur 600.3 mn in 2009.",0,0,0
285,"positive","helsinki ( thomson financial ) - kemira growhow swung to fit in it first quarter earn on improve sale, especial in it fertilize busy in europe, which i normal strong during the first quarter.",0.333,1,0.827
286,"positive","the subscription crease cargotec 's share capital by 36,780 euro.",0.2,0,0.296
287,"negative","operate margin, however, slipped to 14.4 % from 15.1 %, dragged down by a poor performance in enterprise solute.",-0.3,-1,-0.511
288,"positive","the company ha committed to further expand the apollo portfolio.",0.267,0,0.7
289,"neutral","stora i due to lease it four - quarter and 2009 full - year earn on feb. 4.",0,0,0
290,"negative","relate with the city have been further damage by comment from mr ashley criticising city investor and analyst a `` cry baby ''.",-0.4,-1,-0.84
291,"neutral","the process, technology, project manage, basic engineer and quality assurance within forest industry will be consolidate in vantaa, southern finland.",0,1,0.34
292,"neutral","mr. mikko saavalainen, head of comptel 's global sale conclude: `` gibtelecom provide a perfect illustrate of the variety of busy, technical and regulatory challenge operator are face in their oss today.",0.2,0.333,0.612
293,"neutral","the machine will have an annual production capacity of 200,000 tonne of super - calendered magazine paper and other paper grade base on cover fib, stora enso said.",0.6,1,0.599
294,"negative","in a separate announce to the helsinki stock exchange, atria reveal that the company 's third quarter fit decline from eur13 .9 m in the third quarter of last year to eur12 .7 m in this year 's q3.",0.2,1,0.361
295,"neutral","gunneflo will be responsible of oriola - kd 's pharmaceutical trade busy in sweden.",0.4,1,0.318
296,"negative","in q2 of 2009, fit before tax amount to eur 13.6 mn, down from eur 26.8 mn in q2 of 2008.",0.2,1,0.361
297,"positive","efore ' s presence here also open up new and interesting develop opportunity for our student, ' ' the an of the faculty of electronic, communicate and automate at tkk said.",0.4,1,0.67
298,"positive","production will expand to other of elcoteq 's location include mexico and hungary during 2010.",0.2,0,0.318
299,"neutral","capman made it initial invest in onemed in june 2006.",0,0,0
300,"neutral","it 's very difficult to become a google analytics channel partner.",-0.2,0,-0.42
301,"neutral","the deal include all rental equipment and relate merchandise, the rental tract of the pot and two employee, the company said.",0,0,0
302,"negative","operate fit before non - recurring item was eur 8.3 mn in the first nine months of 2008, compare to eur 8.4 in the correspond period in 2007.",0.2,1,0.361
303,"neutral","the guidance ha been set at 90 basis point over mid - swaps, the port said.",0.4,0,0.34
304,"neutral","in the automobile space, maruti i the most search brand in car.",0,0,0
305,"neutral","found in 1649, fiskars ha over 360 year of duct quality excellence and i finland 's old company.",0.5,1,0.758
306,"negative","the international electronic industry company elcoteq ha laid off t of employee from it tallinn facility; contrary to early layoff the company contract the rank of it office worker, the daily postimees port.",0.4,-1,0.34
307,"neutral","the operator i one of 6 operator to have been grant a wimax license in taiwan, and hope to be the first to launch commercial service in ear 2009.",0.3,1,0.66
308,"neutral","kone i list on the nordic exchange in helsinki.",0,0,0
309,"positive","srv will raise it hold in the company so that by the summer of 2008, it will have a majority.",0,0,0
310,"neutral","suomen paikallissanomat oy i part of alma media group and it current publish 15 local newspaper across finland.",0,0,0
311,"neutral","india i high on our priority since busy link between our two country i also expand, '' tornstrom said.",0.2,-1,0.318
312,"neutral","the important the now i to keep the bank 's exist 15,000 custom.",0.4,0,0.202
313,"neutral","merge the two free sheet will clarify the market situate.",0.2,1,0.511
314,"negative","in this case, the effect would be negate in finland.",0,-1,0
315,"neutral","the reorganisation will be carry out by transferring hkscan corporate 's production - relate property, plant and equipment in finland a well a it hold in subsidiary and associate to hkscan finland oy, a hold company wholly own by hkscan corporate.",0,1,0.273
316,"neutral","in this way, the industry ' s start point ha been the consume ' need.",0.4,0,0.34
317,"neutral","the share capital of alma media corporate ( busy id 1944757 - 4 ) i eur 45,031,513.80 and it i divide to 75,052,523 share.",0.2,-1,0.527
318,"positive","the action are expect to deliver annual cost save of some eur15 - 20m.",0.4,0,0.494
319,"neutral","during the negotiations a reduction of 21 person ha taken place through natural redundancy or terminate of fix - term tract.",0.3,-1,0.599
320,"neutral","bawag - i to issue a benchmark, cover deal.",0,0,0
321,"neutral","alfa group will have 43.9 % of vote stock in the new company and telenor 35.4 % with a free float of 20.7 %.",0.2,1,0.511
322,"neutral","deutsche beteiligungs, a well a a private equity fund it manage, first bought 75 % of mce in a secondary buyout from white plain, n. y., financial investor andlinger & co. in 2007.",0,1,0.273
323,"positive","the move i aim at boost sale, cost - efficiency and market share in finland.",0.2,1,0.751
324,"neutral","about dopplr dopplr i a service for smart travellers.",0.2,1,0.402
325,"neutral","`` a a part of the eseries busy promise, the nokia e50 ha been equipped with a variety of email solute in a small and stylised package, '' said dave grannan, general manage, enterprise solute, nokia.",0.3,0,0.572
326,"neutral","the total floor area of the plant expanse i 29,000 square metres.",0,0,0
327,"positive","ceo of the company tarmo noop said the grow in the sale of premium bee was the biggest.",0,0,0
328,"neutral","the swedish subsidiary hold 1.0 % net smelt turn `` nsr '' royalty over two advance copper project in northern sweden - the viscaria and adak project - bee develop by avalon mineral ltd. asx: avi.",0,1,0
329,"neutral","shock phase ', consume have once again start to plan and implement build project.",-0.4,-1,-0.382
330,"neutral","netcom expect to complete turbo 3g deploy in these area this year.",0,0,0
331,"negative","operate cash flow aft vestment totalled eur 61.3 mn compare to eur 75.3 mn in the correspond period in 2007.",0,0,0
332,"neutral","ground for the notify: tiimari plc 12 / 30 / 2010 issue capital convertible loan allocate decision by the board on 01 / 31 / 2011.",0,0,0
333,"neutral","the earn in the comparative period include a capital gain of eur 8mn from the sale of omx share.",0.3,0,0.681
334,"neutral","juhani j+ærvi, corporate execute vice president of kesko, say the russian food tail sector i fragment.",0,-1,0
335,"neutral","the other deal i for process crane to the russian steel mill pntz in pervorouralsky through an order place by turkish construction company gama endustri tesisleri imalat ve montaj a.",0,0,0
336,"negative","net cash flow from operate activities was a negate eur 3.1 mn, compare to eur 23.3 mn in the correspond period in 2009.",0,-1,0
337,"neutral","particular attention i bee paid to energy efficiency in the construction of the build, a it i design to meet the requirement of energy class b, and leed certificate will be apply for.",0,1,0.691
338,"neutral","follow the impact, the altima hit a utility pole, cause a live electric line to fall onto the roadway.",0,0,0
339,"neutral","the presentation material can be view on the company 's website in english aft the conference.",0,0,0
340,"neutral","the fine print i here.",0.4,0,0.202
341,"neutral","she will succeed krister kylas, who ha decide to leave teliasonera.",0.1,1,0.66
342,"positive","fit for the period crease from eur 2.9 mn to eur 10.5 mn.",0.2,1,0.361
343,"neutral","cencorp would focus on the develop, manufacture and market of standard duct for production automate.",0,0,0
344,"positive","outotec oyj press lease december 4, 2009 10.30 am outotec establish a new subsidiary in kolkata outotec ha establish a subsidiary in india in order to better serve it indian custom and to crease it busy in the grow indian market.",0.4,1,0.649
345,"neutral","c cabot 's main consume on the czech and slovak market are tire produce barum continental and matador continental.",0,0,0
346,"negative","the announce come two week before a key license agree expire between between the two company which are embroil in a agree over royalty payment for texas instrument chip which use qualcomm - patented technology.",0.2,1,0.612
347,"neutral","activities range from the develop of natural source to the tail market of finish duct.",0.2,0,0.361
348,"neutral","alma media hold 70 % of this company, the remain share bee own by the company 's key employee.",0.2,0,0.296
349,"neutral","the company iterate it outlook for 2009.",0,0,0
350,"positive","the company tend to raise production capacity in 2006.",0,0,0
351,"positive","finnish busy software group affectogenimap oyj said it had sign an agree to acquire all the share in swedish sector company intellibis ab for 12 mln euro ( $ 15.8 mln ) on a debt - free basis.",0.05,0.333,0.67
352,"neutral","the company serve approximate 3,000 custom in over 100 country.",0,0,0
353,"positive","loss aft tax amount to eur 1.2 mn compare to a loss of 2.6 mn.",-0.6,-1,-0.557
354,"positive","at the same time fit of the company crease by 10 % in h1 and reach l 79,000.",0.2,1,0.681
355,"neutral","exel composite in brief exel composite i a technology company which design, manufacture and market composite file and tube for industrial apply.",0,0,0
356,"neutral","`` this agree i a direct result of lcc ' s strategy and plan that was announce early this year, ' ' said an douglas, lcc 's chief execute office.",0.2,1,0.361
357,"positive","then, it said the tract was estimate to tribute more than eur150m to it net sale in 2010.",0,1,0
358,"positive","however, he expect bank to provide alternate finance.",0,1,0
359,"neutral","you will hear the late insight and update on citycon 's strategy a well a the late new from all the busy it.",0,1,0.273
360,"positive","viking line 's cargo venue crease by 5.4 % to eur 21.46 mn, and cargo volume crease by 2.4 % to 70,116 cargo it.",0,0,0
361,"neutral","delhaize le lion ha select the aldata g. o. l. d. vocal pda solute on the motorola wt4090 pda terminal.",0.4,0,0.66
362,"negative","the steelmaker said that the drop in fit was explain by the continue economic certainty, mix with the current drought in bank lend, result in a decline in demand for it duct a custom find it increasing difficult to fund operate.",-0.1,0,-0.153
363,"positive","satama earn data manage solute competency with busy intelligence specialization recentlyvia the acquisition of fimentor oy.",0,1,0.477
364,"positive","a purchase agree for 7,200 ton of gasoline with livery at the hamina terminal, finland, was sign with neste oil oyj at the average platts index for this september plus eight u dollar p month.",0.2,1,0.361
365,"neutral","nokia will provide indosat turnkey service, include civil work, network planning, implementation and integrate of a wcdma 3g - hspa network.",0,1,0
366,"neutral","the aim of the ceo 's q & a session i to g further clarity on information, which ha been made public already early.",0.4,0,0.625
367,"neutral","a such, the space ha blond wood floor ( unlike the re of the store ) and a notably scandinavian vibe.",0.4,1,0.34
368,"neutral","these six agreement are the company ' s first custom acquisition in india since taking over tvs electronic ' tract manufacture facility in jun 2007.",0.2,1,0.494
369,"negative","performance in 2006 was impact by the consolidate trend in the telecom sector and the overall and structural change in the tract manufacture market in telecommunication technology and industrial electronic.",0,1,0
370,"neutral","the agree include apply maintenance and support service.",0.3,1,0.637
371,"neutral","the order i relate to renew the network of the telecommunication operator.",0,0,0
372,"positive","compare operate fit total eur 854mn, up from eur 730mn in 2004.",0.2,1,0.361
373,"neutral","complete of the transaction i subject to a final agree and a due diligence process.",0.2,1,0.361
374,"neutral","the result before tax was a loss of 25.0 million euro.",-0.6,-1,-0.318
375,"neutral","current, yit build a house estate zapadnye vorota 26,000 square metres in the city and a house 9,910 square metres, which will be complete at the end of 2009.",0,0,0
376,"negative","the finnish national carry said net loss in april through june was euro26 million, down from a net fit of euro13 million a year early.",-0.2,0,0.052
377,"positive","with this appoint kaupthing bank aim to further co - ordinate capital market activities within the group and to improve the overall service to client.",0.4,1,0.44
378,"neutral","the tail chain launch in 2007 doe not correspond to fit and sale forecast of the company.",0.2,1,-0.276
379,"neutral","capitex kalmar will continue to be responsible for the maintenance and technical develop of the service.",0.4,1,0.318
380,"neutral","glaston also ha efficiency measure in all other it.",0.4,1,0.599
381,"neutral","the busy to be divest generate consolidate net sale of eur 60 million annual and current ha some 640 employee.",0.4,1,0.34
382,"neutral","igor and oleg yankov, who current manage moron and vitim, will hold onto the 25 % stake for now.",-0.6,-1,-0.494
383,"neutral","the stonegate duct family was design to provide the full benefit of a unify manage system include share logging, port and audit.",0.3,1,0.637
384,"neutral","the reduction will be implement immediate, beginning in october 2009.",0,0,0
385,"neutral","a meet for the media and analyst will be held on the same day at 10: 30 a. m. at stonesoft headquarter in helsinki, italahdenkatu 22 a. the interim port will be present by stonesoft 's ceo ilkka hiidenheimo.",0,0,0
386,"negative","altogether finnair ha cancel over 500 flight because of the strike.",0,0,-0.026
387,"neutral","the event can also be view a a live webcast at www. cargotec. com.",0,0,0
388,"negative","in finland finnish pharmaceutical company orion corporate omx helsinki: ornav said on wednesday 7 january that it ha conclude it personnel negotiations in finland and will reduce the numb of personnel by 205.",0.1,-1,0
389,"positive","`` our sign team ha long admire marimekko 's vivid pattern and color.",0.5,1,0.67
390,"neutral","when dial in, the participant should quote 877417 a conference id.",0,0,0
391,"neutral","the company specialises in temporary electrify and heat at construction site.",0,0,0
392,"positive","by cutting the numb of plant, the group will trim fix cost.",-0.2,-1,-0.44
393,"neutral","the company ha the poser, who want to impress people with the late handset.",0.4,1,0.681
394,"neutral","in addition, mids are always online and enable full internet browse.",0,0,0
395,"positive","in addition, lehdentekijat oy will start produce a new membership magazine, viisas raha ( wise money ) for the associate.",0,1,0.477
396,"neutral","argentine agricultural export company calafate ha tapped compatriot firm finnegans for a software solute, the latte company said in a state.",0.4,0,0.34
397,"neutral","aker yard finland will begin use chinese subcontractor at it finnish shipyard.",0,0,0
398,"neutral","the statutory negotiations at headquarter are part of this crease.",0,0,0
399,"neutral","the tract cover turnkey livery to all f airport operate by the authority - - john f kennedy, laguardia, newark, teterboro and stewart international.",0.2,0,0.077
400,"neutral","the committee pose the follow remunerate: a month remunerate of eur 5,000 for the chairman, eur 3,500 for the deputy chairman, and eur 2,500 for the other board member.",0,0,0
401,"neutral","karachi, sept. 14 - - ixonos, a world lead in the develop and integrate of solute for handheld vice, announce that it i implement a touch screen mobile user interface solute for the intel atom processor z6xx base smartphone.",0,0,0
402,"neutral","the newspaper 's b sale asset i high quality journalism and journalistic content.",0.4,1,0.361
403,"positive","adp new - feb 25, 2009 - finnish print circuit board pcb maker aspocomp group oyj hel: acg1v said today it swung to a net fit of eur 300,000 usd 385,000 for 2008 versus a net loss of eur 65.3 million",-0.2,0,0.052
404,"neutral","our tool are specifically design with the need of both the busy user and ict expert in mind.",0,1,0
405,"neutral","the firm 's service include copy, print, cad - modelling, digital print, scanning, sokopro project bank and courier service.",0,0,0
406,"neutral","headquarter in this city, the company i near 75 year old and focus on science - base innovate and technology for environmental measurement.",0.2,1,0.494
407,"positive","venue at the same time grew 14 percent to 43 million euro.",0,0,0
408,"negative","manage director 's comment: `` net sale for the first quarter were notably low than a year before, especial in finland, russia and the baltic country.",0,1,-0.273
409,"positive","finnish aktia group 's operate fit rose to eur 17.5 mn in the first quarter of 2010 from eur 8.2 mn in the first quarter of 2009.",0.2,1,0.361
410,"neutral","dragonfly love i another video shot from start to finish use the nokia n8.",0.6,1,0.637
411,"positive","the price for log ha clear improve from 2009 and also the price of pulpwood ha gone up.",0.35,1,0.852
412,"positive","the solute will be use for upgrade the network of a russian mso in 37 different city in russia.",0,1,0
413,"neutral","it ha been agree with the company 's board of director that she will be avail in an advisory role.",0.3,1,0.599
414,"negative","temporary lay - offs, affect the entire workforce, will also be implement.",0,0,0
415,"neutral","arena partner oy i a develop company for electronic busy.",0,1,0
416,"neutral","current the terminator lure are produce in a subcontract facility in mexico but the manufacture will be transferred to rapala 's factory in shenzhen, china.",0,-1,0
417,"neutral","in december, amer announce the missal of ceo roger talermo, who had head the company since 2006.",0,0,0
418,"neutral","of course, you 'll have direct access to nokia 's ovi store, so you 'll have lot of fun download your favorite media.",0.6,1,0.743
419,"neutral","exel 's board of director will pose a dividend of 0.2 euro $ 0.3 p share for 2006 at the annual general meet on april 19, 2007.",0.2,0,0.296
420,"neutral","an appeal concerning the project ha been lodge at the czech ministry of the environment.",0.4,0,0.34
421,"negative","the fair value of the company 's invest property went down to eur 2.768 billion at the end of 2009 from eur 2.916 billion a year early.",0.4,1,0.572
422,"neutral","their name have not yet been lease.",0,0,0
423,"neutral","biohit, c., ha expand it mline family of pipettors with the addition of the new 1 - 10 ml volume range.",0.3,0,0.572
424,"positive","cargo volume grew by 7 %.",0,0,0
425,"neutral","finnish nordic aluminium i start employer - employee negotiations in finland that concern all staff group.",0,-1,0
426,"positive","the 50 - 50 joint venture, to be call nokia siemens network, will be comprise of nokia ' s network busy group and siemens ' carry - relate operate, create estimate synergy of 1.5 billion euro ( $ 1.9 billion ) by 2010, nokia said.",0,1,0.273
427,"neutral","no financial tail were avail.",-0.2,0,-0.296
428,"neutral","he answer question on how many visitor conversation get, how big the team i and what the problem are when sett up social media channel.",-0.1,-1,-0.402
429,"neutral","elite residence tow, a new develop by tameer, i locate at the heart of dubai marina.",0,0,0
430,"neutral","accord to l+ænnen tehtaat 's ceo matti karppinen, the company aim to deliver fish duct to it custom a day early than it current doe.",0,1,0
431,"neutral","welcome!",0.4,1,0.509
432,"positive","eps grew to 0.04 eur from 0.02 eur.",0,0,0
433,"neutral","accord to the act, university can now acquire private fund.",0,1,0
434,"negative","due to the rapid crease in net sale, personnel reduction have been carry out on a wide scale than initial expect.",0,0,0
435,"positive","the subscription crease cargotec 's share capital by eur 27,060.",0.2,0,0.296
436,"neutral","the impact of this acquisition to teleste 's net sale for 2010 i estimate to be approximate eur 2 million.",0,0,0
437,"neutral","incap estimate it will generate a venue of 10 mln euro ( $ 13.2 mln ) from it indian operate for 2007.",0,1,0
438,"neutral","the russian govern will tribute 20 % of the necessary fund, he said.",0,1,0
439,"neutral","aspo 's net sale in 2006 total eur 225.9 million.",0,0,0
440,"neutral","enclose i affecto 's call for extraordinary general meet to be held on july 10th where the main agenda i to approve the authorization to the board for the pose share issue relate to the component software acquisition, and to elect haakon skaarer to the affecto board.",0.2,1,0.296
441,"neutral","the authorisation i in force until the end of the next annual general meet and peal the authorisation to acquire own share given by the general meet held on april 4, 2007.",0.2,0,0.296
442,"negative","operate fit in the four quarter went down to eur3m from eur4 .2 m for the correspond period of 2009 a it include cost of grow project.",0.2,1,0.361
443,"neutral","the repurchase of the bond was execute in the open market in accordance with section 7 f of the term and condition of the convertible bond.",0,1,0
444,"positive","a the large elevator market in the world, chinese output of elevator continue to rise to 262,000 it in 2009, up about 5 % yr - on - yr.",0,0,0
445,"neutral","with this, the company will exit the tract manufacture service segment.",0,0,0
446,"neutral","the value of the confirm aircraft order total eur 2bn.",0,1,0.34
447,"neutral","the combine capital of these fund i expect to be eur 100mn - 150mn.",0,0,0
448,"neutral","hkscan, headquarter in turku, finland, i a lead northern european food group with 10,000 employee in nine country.",0,0,0
449,"neutral","the ntsb said investigator are set to duct sight distance test on july 18, use train similar to those involve in the accident.",-0.4,-1,-0.477
450,"positive","tietoenator itself use nokia 's intellisync mobile suite 's wireless email, calendar, and vice manage capabilities, and the company will now extend these service to it custom.",0.2,0,0.178
451,"negative","possible personnel reduction concern approximate 104 people.",0,-1,0
452,"neutral","in the financial state for the first quarter of 2010, tikkurila i port under continue operate.",0,0,0
453,"neutral","light out before curfew, curl up with the late bestseller and treat your eye to the perfect read light from luceplan.",0.6,1,0.751
454,"neutral","the server i responsible for manage vice and user account and a desktop client apply enable remote access to the mobile phone.",0.4,0,0.318
455,"neutral","with the second phase of the new innova build, tecnopolis presence in jyvaskyla will crease to a total of approximate 62,000 floor square mete.",0,0,0
456,"neutral","takoma will carry out the transaction by acquire the entire share capital of moventas parkano oy, which run the factory in parkano, southern finland.",0.2,0,0.296
457,"neutral","the agree include the entire process of manage mercator 's supply chain in all region where the company i current present.",0.2,1,0.361
458,"positive","to prove the efficiency of the china mobile system, rod baber, an english climb, climb to the mount everest summit and successful made call.",0.6,1,0.743
459,"neutral","the new plant i planned to have an electricity generate capacity of up to 350 megawatt ( mw ) and the same heat generate capacity.",0,1,0
460,"negative","asian traffic decline by 3.4 p cent.",0,0,0
461,"neutral","the exercise originate in finland in the ear 1930s a a train method for cross - country ski.",0,0,0
462,"neutral","the met i locate in the central busy district ( cbd ) of bangkok.",0,0,0
463,"positive","clothe chain sepp+æl+æ 's net sale crease by 7.0 % to eur 30.8 mn.",0,0,0
464,"positive","`` leipurin i a grow and rapid internationalize group.",0,0,0
465,"neutral","a a result of the cancellation, the maximum crease of citycon 's share capital on the basis of the convertible bond crease from eur 23,383,927.80 to eur 22,901,784.75.",0.2,0,0.296
466,"neutral","glaston 's share gla1v i list on the nasdaq omx helsinki, mid cap list.",0.2,0,0.296
467,"positive","london marketwatch - - nokia nok said it 's won a f - year service tract to run hutchison essar 's network operate in nine location in india.",0.6,1,0.572
468,"neutral","the interchange of editors - in - chief i a part of publisher 's goal to enhance job circulation in all personnel group.",0,1,0
469,"positive","the loss for the third quarter of 2007 was eur 0.3 mn small than the loss of the second quarter of 2007.",-0.6,-1,-0.557
470,"positive","finnish lift equipment maker kone oyj said on october 4, 2007 it won an order worth 15 mln euro $ 21.2 mln to deliver a total of 53 custom design elevator to norwegian shipbuilder aker yard asa.",0.5,1,0.681
471,"positive","overall, 50 percent of respondent were confident about their security when bank online.",0.4,1,0.681
472,"neutral","raisio i the site of the main production plant a well a company headquarter.",0,1,0.273
473,"positive","finnair expand: finnair plan to add more flight on route to hong kong, india and russia.",0.2,0,0.318
474,"neutral","one of the headboxes will be equipped with a modern consistency control system to ensure cross machine file of the plasterboard, company said in a state receive by lesprom network.",0.2,1,0.382
475,"neutral","talentum acquire a 47.5 pct stake in varesvuo partner in 1997 and the remain in 2002 and 2005.",0,1,0
476,"neutral","the use of validate rule base enable verify that process rule base manage by different administrator fulfil some set requirement.",0.2,1,0.361
477,"neutral","also the traditional grapevine carry a lot of weight.",0,0,0
478,"negative","raw material price have surge in the past year, fuel in part because of the rapid industrialization of china, india and other develop nation.",0,0,0
479,"neutral","this correspond to 6.81 percent of okmetic 's share capital and vote right.",0.2,1,0.296
480,"neutral","honka 's subsidiary in france and germany will also benefit by, for example, arrange custom event in junction with world cup ski competition.",0.4,1,0.459
481,"neutral","a structure bim ( build information model ) software from tekla, a model - base software provide, ha been adopt for the construction manage and livery of a university project in abu dhabi.",0.3,1,0.477
482,"neutral","the company said that the result of the third quarter do not include non - recurring item.",0,0,0
483,"neutral","nordstjernan will make the off in approximate one month, in september 2007.",0,0,0
484,"positive","in recent months, capman ha taken significant step to simplify it operate, ceo lennart simonsen said.",0.3,1,0.494
485,"neutral","the line 4 will run fully underground and will comprise 10 state which will be execute in two implementation stage.",0,0,0
486,"neutral","the group 's busy i balance by it broad portfolio of sport and presence in all major market.",0,1,0
487,"neutral","there will be turn flight from stuttgart every morn, a well a even departure on thursdays, fridays and sundays.",0,1,0.273
488,"neutral","finland - base company, l+ænnen tehtaat and raisio, have decide to solve the joint venture company zao scandic feed, which was establish to start local animal feed busy and feed production in northwest russia.",0.2,0,0.202
489,"positive","sponda plc stock exchange lease 5 december 2006 at 15.45 eur 1.5 billion syndicate credit facility for sponda sponda ha sign an agree for a one - year syndicate credit facility for a total of eur 1.5 billion.",0.3,1,0.844
490,"neutral","sou america and asia are other promise market.",0.2,0,0.318
491,"positive","however, sale turn to grow in april - june 2010, ceo pekka eloholma said.",0,0,0
492,"neutral","teleste was set up in 1954 and i divide to broadband cable network and video network busy area.",0,-1,0
493,"neutral","ssh communicate security corporate i headquarter in helsinki, finland.",0,0,0.34
494,"neutral","the value of the tract i about eur 3.3 mn.",0,0,0.34
495,"neutral","antniemi refute a port by the finnish daily turun sanomat a if the company was organize it operate in the baltic country.",0,0,0
496,"negative","a high court in finland ha fine seven local asphalt company more than lion ( $ 117 million ) for operate a cartel.",0.4,0,0.494
